date,USD,EUR,KZT,UAH,BYR,AZN,UZS,KGS,GEL
2017-08,60.0633,70.4603,0.182184,2.32308,,35.3127,0.0147563,0.868594,
2017-09,58.5454,69.6222,0.173291,2.2767,,34.4182,0.0140027,0.848607,
2017-10,58.0169,68.4483,0.170075,2.1815,,34.1236,0.0071901,0.844005,
2017-11,58.1179,67.6434,0.173639,2.16373,,34.187,0.0071945,0.845167,
2017-12,58.5814,69.5185,0.176847,2.1565,,34.4901,0.00723595,0.840479,
2018-01,57.6002,68.8668,0.173184,2.04955,,33.8228,0.00709358,0.834786,
2018-02,56.184,69.9322,0.17416,2.0181,,32.9912,0.00687203,0.820804,
2018-03,56.3742,68.9062,0.175963,2.10351,,33.1126,0.00689878,0.827208,
2018-04,57.2649,70.5618,0.179829,2.17613,,33.6358,0.00703586,0.835685,
2018-05,61.9997,75.2056,0.189546,2.36369,,36.2614,0.0076845,0.899354,
2018-06,62.0188,72.5806,0.188281,2.37483,,36.4495,0.00776964,0.906045,
2018-07,62.7565,72.9921,0.183843,2.38527,,36.883,0.00797247,0.920858,
2018-08,62.3497,73.0738,0.179576,2.31999,,36.644,0.00800189,0.914889,
2018-09,68.0447,79.4966,0.187126,2.40866,,40.1089,0.00869333,0.985441,
2018-10,65.5906,76.2294,0.180626,2.32056,,38.6623,0.00811865,0.948664,
2018-11,65.5962,74.4189,0.177753,2.3348,,38.6656,0.00796375,0.941122,
2018-12,66.5335,75.7484,0.178169,2.35508,,39.2181,0.00801695,0.95252,
2019-01,69.4706,79.4605,0.18057,2.50706,,40.9494,0.00833278,0.994568,
2019-02,65.3577,75.2006,0.171867,2.35499,,38.525,0.00779704,0.936357,
2019-03,65.8895,74.9691,0.175738,2.45673,,38.8385,0.00784852,0.945466,
2019-04,64.7347,72.723,0.170498,2.38008,,38.1578,0.00771802,0.927431,
2019-05,64.6314,72.3096,0.169558,2.44839,,38.0969,0.00765281,0.92562,
2019-06,65.3834,72.8436,0.170928,2.4333,,38.5402,0.00770721,0.934155,
2019-07,63.0756,71.8179,0.165759,2.41161,,37.1798,0.00736878,0.906649,
2019-08,63.4172,70.7355,0.164966,2.53276,,37.3812,0.00734135,0.908816,
2019-09,66.4897,73.3847,0.171686,2.64585,,39.1923,0.00707337,0.954626,
2019-10,64.6407,70.7169,0.166503,2.67497,,38.1024,0.00685116,0.924469,
2019-11,63.7748,71.1918,0.164083,2.56843,,37.3651,0.00674152,0.911655,
2019-12,64.0817,70.5475,0.165875,2.67341,,37.7729,0.00673835,0.915453,
2020-01,61.9057,69.3777,0.161665,2.61205,,36.4902,0.00651121,0.886979,
2020-02,63.1385,69.5976,0.166537,2.52296,,37.2169,0.00660215,0.903564,
2020-03,66.9909,73.7235,0.175541,2.7257,,39.4877,0.00705019,0.958695,
2020-04,77.7325,85.7389,0.174278,2.75213,,45.933,0.0081543,0.972264,
2020-05,72.7263,79.1189,0.171298,2.69798,,42.8684,0.0071871,0.909415,
2020-06,70.752,78.5489,0.171643,2.62872,,41.7047,0.0069782,0.95947,
2020-07,70.4413,78.9929,0.174099,2.64194,,41.4604,0.00692408,0.926665,
2020-08,73.4261,87.2889,0.174086,2.65196,,43.2172,0.00719321,0.956287,
2020-09,73.8039,87.8266,0.175623,2.67537,,43.4396,0.00719135,0.940231,
2020-10,78.7847,92.4302,0.181995,2.78337,,46.3712,0.00767284,0.989419,
2020-11,79.3323,92.6284,0.183154,2.78971,,46.6935,0.00765682,0.971067,
2020-12,76.1999,91.2037,0.179066,2.67321,,44.8499,0.00735449,0.898313,
2021-01,73.8757,90.7932,0.175252,2.60711,,43.4819,0.00705128,0.893546,
2021-02,76.2527,92.2963,0.179782,2.7094,,44.8809,0.00728993,0.89892,
2021-03,74.4373,90.3743,0.178255,2.66296,,43.8124,0.00706335,0.878764,
2021-04,75.6373,88.7452,0.177801,2.71942,,44.5187,0.00722076,0.891882,
2021-05,74.8451,90.585,0.174178,2.69783,,44.0524,0.00712193,0.882325,
2021-06,73.2965,89.3778,0.170912,2.66893,,42.8484,0.00692741,0.876199,
2021-07,72.7234,86.5118,0.169778,2.67074,,42.8036,0.00685727,0.858689,
2021-08,73.1388,86.9913,0.171891,2.72718,,43.0481,0.00688365,0.862352,
2021-09,73.2781,86.666,0.171752,2.72558,,43.1301,0.00687852,0.864871,
2021-10,72.6642,84.305,0.170653,2.72887,,42.7688,0.00679619,0.856132,
2021-11,70.52,82.2898,0.16494,2.68152,,41.5068,0.00660114,0.831363,
2021-12,74.8926,84.8234,0.170443,2.74319,,44.0804,0.00694284,0.882884,
2022-01,74.2926,84.0695,0.169,2.72584,,43.7273,0.00685504,0.875906,
2022-02,77.4702,86.5032,0.178379,2.71136,,45.5975,0.00716311,0.913279,
2022-03,93.5589,104.4772,0.188393,3.10053,,55.067,0.00863067,1.10069,
2022-04,83.4097,92.493,0.177349,2.82427,,49.1455,0.00749024,0.873632,
2022-05,71.0237,74.5589,0.158362,2.34698,,41.7786,0.00635286,0.865073,
2022-06,61.6069,62.7397,0.144147,2.0778,,36.2394,0.00559509,0.75582,
2022-07,52.5123,54.6405,0.11291,1.77865,,30.8896,0.00483528,0.660532,
2022-08,61.3101,62.5695,0.128055,1.67551,,36.0648,0.0056206,0.737131,
2022-09,60.2386,60.2141,0.128687,1.63195,,35.4345,0.0055113,0.74646,
2022-10,55.2987,52.7379,0.115957,1.4978,,32.5286,0.00502076,0.689707,
2022-11,61.6229,61.1196,0.131955,1.6685,,36.2488,0.00551165,0.73796,
2022-12,60.8803,63.0504,0.129967,1.64844,,35.8119,0.00542945,0.720919,
2023-01,70.3375,75.6553,0.152583,1.91387,,41.375,0.00626589,0.820933,
2023-02,70.5174,76.3004,0.153325,1.90963,,41.4808,0.0062396,0.818542,26.701
2023-03,74.8932,79.5134,0.166748,2.03132,,44.0548,0.006616,0.856706,28.5069
2023-04,77.3233,84.1116,0.172577,2.09349,,45.4843,0.00676304,0.884504,30.1997
2023-05,80.5093,88.3712,0.176474,2.18067,,47.3584,0.00706827,0.919896,32.2153
2023-06,80.9942,86.5009,0.181163,2.19394,,47.6436,0.00710112,0.924697,31.249
2023-07,88.3844,96.0195,0.194624,2.39331,,51.9908,0.00769355,1.01357,33.7641
2023-08,91.5923,100.9428,0.205511,2.48005,,53.8778,0.00789577,1.0443,34.6507
2023-09,96.3344,104.9407,0.208769,2.61303,,56.6673,0.00796813,1.09156,36.6402
2023-10,97.4147,103.1631,0.20398,2.63752,,57.3028,0.00800116,1.09813,36.3054
2023-11,92.0226,97.9345,0.195017,2.53715,,54.1309,0.00753097,1.03027,34.022
2023-12,88.5819,96.8827,0.192964,2.43523,,52.107,0.0072135,0.993468,32.6521
2024-01,89.6883,99.1919,0.197708,2.36131,,52.7578,0.00726882,1.00677,33.3042
2024-02,89.6678,97.1149,0.200075,2.36749,,52.7458,0.00721379,1.00389,33.4245
2024-03,90.8423,98.5447,0.201286,2.37759,,53.4366,0.00727615,1.0159,34.1435
2024-04,92.366,99.5299,0.206105,2.35499,,54.3329,0.00731897,1.03236,34.2375
2024-05,91.7791,98.027,0.207013,2.31355,,53.9877,0.00726088,1.03347,34.2971
2024-06,90.1915,97.7908,0.202773,2.22695,,53.0538,0.00714681,1.02841,32.2481
2024-07,85.748,92.4184,0.184198,2.11528,,50.44,0.0068297,0.991932,30.2708
2024-08,86.1091,93.5149,0.181141,2.09873,,50.6524,0.00686618,1.02474,31.6415
2024-09,91.1868,100.7622,0.18933,2.2138,,53.6393,0.00722271,1.07386,33.8733
2024-10,93.2221,104.1735,0.194525,2.26452,,54.8365,0.00733142,1.1071,34.151
2024-11,97.0226,105.5231,0.198634,2.35041,,57.0721,0.00759512,1.1308,35.322
2024-12,107.7409,114.3149,0.210021,2.5902,,63.377,0.0083747,1.24125,39.2957
